FkIdSkRok,FkIdSkola,Skore,VyznanSkore,Mat,PH,T5,T9,T5_mat,T5_SJ,Mat_mat,Mat_VJ,Mat_CJ,Pedag,Rozpocet
20,1717,4.60300788879394,0.5,6.94474563598633,,,,,,0,7.91157073974609,7.40248336791992,3.70916481018066,0.0542061030864716
20,1718,3.98376045227051,1,4.3699649810791,3.72283554077148,,,,,4.43688163757324,4.39047050476074,4.34659843444824,2.70974655151367,4.97089309692383
20,1719,6.60638885498047,1,7.47812652587891,7.89790267944336,,,,,3.44753761291504,9.01666793823242,6.98326187133789,2.35945644378662,6.21081581115723
20,1720,4.72011566162109,0.5,3.42779541015625,,,,,,0,5.44645385742187,1.2373366355896,5.55207405090332,4.88220710754395
20,1721,5.43235168457031,1,,,8.32844085693359,6.27777252197266,8.64963531494141,8.00724716186523,6.19770889282227,6.35783576965332,,3.20089454650879,7.13630676269531
20,1722,6.57195129394531,1,,,8.49941864013672,7.11177062988281,8.3394157409668,8.65942077636719,6.6609130859375,7.56262741088867,,2.74449653625488,6.98949966430664
20,1723,,,,,,,,,,,,8.83925933837891,5.31160202026367
20,1724,4.80543441772461,0.5,,,7.57550506591797,4.24698143005371,8.3394157409668,6.81159439086914,4.39764175415039,4.09632110595703,,4.05038604736328,6.26012535095215
20,1726,5.27969055175781,0.5,,,8.84573669433594,5.85090560913086,8.92335739135742,8.76811599731445,6.26947479248047,5.43233680725098,,3.77425956726074,5.40934181213379
20,1727,,,,,,,,,,,,,
20,1728,4.99621963500977,0.5,,,8.57294006347656,5.46938591003418,8.63138732910156,8.51449279785156,5.45858345031738,5.48018836975098,,6.49811630249023,5.55516929626465
20,1729,6.77635879516602,0.5,,,8.67356872558594,8.40274200439453,8.90510940551758,8.4420280456543,8.76082763671875,8.04465713500977,,4.13289222717285,5.76489944458008
20,1731,,,,,,,,,,,,7.40158233642578,
20,1733,6.07147483825684,1,,,7.96374206542969,7.46454391479492,7.99270172119141,7.93478317260742,6.8943977355957,8.03469009399414,,3.55700721740723,7.26855926513672
